name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2024-03-26T08:00:00,5.7,2.6,-0.1,66.33,0,0,,0,0,31.3,14.6,67,1024.6,99.6,16,158,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T09:00:00,6.2,6.2,-0.2,63.53,0,0,,0,0,31.3,1.4,1,1024.8,99.6,16,216,0.8,2,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T10:00:00,7.8,4.5,0.8,61.38,0,0,,0,0,37.1,21.6,59,1023.1,99.6,16,470,1.7,5,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T11:00:00,8.7,6.3,0.4,55.94,0,0,,0,0,37.1,15.7,41,1022.9,100,16,652,2.3,7,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T12:00:00,9.3,7.4,0.5,54.15,0,0,,0,0,31.3,12.9,70,1023.2,100,16,504,1.8,5,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T13:00:00,9.4,7.7,1.5,57.99,0,0,,0,0,27.7,11.4,57,1023.2,100,16,332,1.2,3,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T14:00:00,10,9.7,1.6,56.01,0,0,,0,0,25.9,5.3,0,1023.2,100,16,387,1.4,4,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T15:00:00,10.7,10.7,1.7,53.76,0,0,,0,0,25.9,11.4,244,1022.3,99.6,16,537,1.9,5,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T16:00:00,11.1,11.1,1.9,52.87,0,0,,0,0,18.4,8.5,290,1021.2,99.6,16,336,1.2,3,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T17:00:00,10.7,10.7,2.3,56.13,0,0,,0,0,18.4,10,183,1020.6,99.6,16,188,0.7,2,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T18:00:00,8.5,6.3,2.2,64.45,0,0,,0,0,35.3,13.8,140,1020.7,100,16,65,0.2,1,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T19:00:00,7.9,6.2,2.7,69.56,0,0,,0,0,14.8,10.2,130,1021,100,16,7,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T20:00:00,7.4,5.7,2.7,72.4,0,0,,0,0,14.8,9.1,184,1021.4,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T21:00:00,7.4,5.4,3.3,75.29,0,0,,0,0,11.2,10.5,176,1021.2,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T22:00:00,6.9,5.7,4.2,82.89,0,0,,0,0,11.2,6.9,150,1021.5,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T23:00:00,6.9,5.5,4.2,82.99,0,0,,0,0,11.2,7.6,167,1021.1,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T00:00:00,6.8,4.3,3.8,81.63,0,0,,0,0,11.2,12.4,77,1020.1,100,15.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T01:00:00,7.2,5,3.7,78.85,0,0,,0,0,31.7,11.5,71,1019.3,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T02:00:00,6.7,4.1,2.8,76.26,0,0,,0,0,9.4,13,60,1020,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T03:00:00,6.1,3.5,2.8,79.17,0,0,,0,0,7.6,12.8,41,1019.2,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T04:00:00,5.6,2.9,2.8,81.97,0,0,,0,0,7.6,12.7,42,1019.3,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T05:00:00,5.6,3.2,2.8,81.97,0,0,,0,0,7.6,11.1,60,1019.3,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T06:00:00,5.6,3.2,3.3,84.97,0,0,,0,0,7.6,11,50,1019.7,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T07:00:00,5.6,4.1,3.3,84.96,0,0,,0,0,9.4,7.2,67,1020.5,100,15.9,14,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T08:00:00,6.1,4.3,3.8,84.88,0,0,,0,0,9.4,9,68,1020.7,100,13,109,0.4,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T09:00:00,6.7,6.7,3.8,81.8,0,0,,0,0,9.4,0.1,1,1020.7,100,13.9,79,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2024-03-27T10:00:00,6.7,6.7,3.8,81.59,0,0,,0,0,7.6,0.6,8,1020.5,100,13,72,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T11:00:00,7.2,5.2,3.8,78.84,0,0,,0,0,29.5,10.8,30,1020.4,100,14,151,0.5,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T12:00:00,7.9,6.3,4.3,77.97,0,0,,0,0,7.6,9,246,1020.4,100,11.2,174,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T13:00:00,7.9,6.8,4.3,77.84,0,0,,0,0,9.4,7.1,0,1020.3,100,11.2,309,1.1,3,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T14:00:00,8.6,6.6,4.2,73.76,0,0,,0,0,9.4,12.2,272,1019.4,100,10.5,128,0.5,1,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T15:00:00,9,8.5,4.2,72.04,0,0,,0,0,9.4,5.4,236,1019.1,100,12.9,95,0.3,1,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T16:00:00,9.1,7.6,4.8,74.43,0,0,,0,0,66.6,9.9,0,1020.2,100,11.2,25,0.1,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T17:00:00,9,8.1,4.8,75.1,0,0,,0,0,9.4,6.8,329,1019.9,100,12.7,35,0.1,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T18:00:00,9.1,9.1,5.5,78.45,0.011,100,rain,0,0,9.4,0.4,5,1018.4,100,8.1,23,0.1,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T19:00:00,8.4,7.3,6.1,85.61,0.043,100,rain,0,0,9.4,7.4,324,1018.6,100,10.5,14,0.1,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T20:00:00,8.4,7.5,6.2,85.64,0,0,,0,0,9.4,6.6,213,1018.3,99.6,13.6,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T21:00:00,8.1,7.3,6.2,88.05,0,0,,0,0,5.4,5.9,271,1019.2,100,10.1,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T22:00:00,8,8,6.2,88.46,0,0,,0,0,3.6,0.4,3,1018.4,100,10.1,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-27T23:00:00,8,8,6.2,88.04,0,0,,0,0,7.6,0.7,2,1018.2,100,12.8,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T00:00:00,8.5,8,6.8,89.03,0,0,,0,0,5.4,5.2,262,1018,100,12.8,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T01:00:00,8.5,8.5,6.8,89.03,0.103,100,rain,0,0,5.4,0.5,1,1017.4,100,7.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T02:00:00,8.4,7.2,7.3,92.62,0.173,100,rain,0,0,7.6,7.8,280,1018.5,89.5,4.7,0,0,0,10,"Rain, Partially cloudy",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T03:00:00,8,8,6.9,92.6,0.769,100,rain,0,0,5.4,4.7,231,1017.9,100,4,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T04:00:00,8,8,7.2,95.02,0.066,100,rain,0,0,9.4,0.7,352,1016.6,100,12.8,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T05:00:00,8.4,8.4,7.8,95.93,0.058,100,rain,0,0,9.4,0.9,353,1017,100,15.3,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T06:00:00,8.5,8.5,7.3,92.44,0.091,100,rain,0,0,9.4,0.3,4,1015.1,100,15,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T07:00:00,8.9,8.3,7.8,92.75,0.022,100,rain,0,0,9.4,5.6,275,1015.9,100,15.4,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T08:00:00,8.5,7,7.3,92.44,0.148,100,rain,0,0,9.4,9.1,62,1014.8,88.3,15.3,54,0.2,1,10,"Rain, Partially cloudy",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T09:00:00,9,7.4,7.9,92.69,0,0,,0,0,9.4,10.5,264,1017,100,14.9,19,0.1,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T10:00:00,8.5,7.4,7.9,95.72,0.022,100,rain,0,0,11.2,7.4,175,1015.1,100,10.9,139,0.5,1,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T11:00:00,9.4,9.4,8.3,92.56,0.016,100,rain,0,0,13,0.9,3,1015.3,100,15.7,63,0.2,1,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T12:00:00,9.4,8.2,8.2,92.56,0.041,100,rain,0,0,14.8,8.7,345,1014.9,100,14,47,0.2,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T13:00:00,9.4,8.7,8.2,92.56,0.204,100,rain,0,0,16.6,6.2,350,1014.7,100,9.6,69,0.2,1,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T14:00:00,8.9,6.8,7.7,92.31,0.165,100,rain,0,0,25.9,13.3,55,1012.8,100,10.6,47,0.2,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2024-03-28T15:00:00,8.9,7,7.6,91.84,0.038,100,rain,0,0,27.7,11.9,55,1011.7,100,16,104,0.4,1,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2024-03-28T16:00:00,8.9,8.9,7.1,88.65,0.068,100,rain,0,0,27.7,1.7,357,1013.2,100,10.6,47,0.2,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2024-03-28T17:00:00,8.9,7.9,7.7,92.31,0.153,100,rain,0,0,25.9,7,360,1012.1,100,15.4,26,0.1,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2024-03-28T18:00:00,8.9,6.8,7.2,89.33,0.011,100,rain,0,0,27.7,13,58,1010.4,100,16,28,0.1,0,10,"Rain, Overcast",rain,"KLGA,KJRB,F1417,72503014732"
"New York City,USA",2024-03-28T19:00:00,8.9,8.2,6.6,85.67,0.028,100,rain,0,0,27.7,6,330,1011.8,100,15.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T20:00:00,7.9,7,6.1,88.48,0.023,100,rain,0,0,27.7,6,154,1010.4,100,16,0,0,0,10,"Rain, Overcast",rain,"KLGA,KJRB,F1417,72503014732"
"New York City,USA",2024-03-28T21:00:00,8.3,7.5,5.6,83.02,0.006,100,rain,0,0,31.3,6,330,1011.2,100,16,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T22:00:00,7.4,5.5,4.9,84.31,0.063,100,rain,0,0,31.7,9.9,273,1011.2,100,15.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-28T23:00:00,7.3,5.8,3.8,78.82,0,0,,0,0,38.9,8.2,350,1010.5,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T00:00:00,6.8,5.9,1.7,69.97,0,0,,0,0,40.7,5.8,330,1009.7,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T01:00:00,6.8,5.2,0.3,63.63,0,0,,0,0,44.3,8.1,262,1010.3,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T02:00:00,6.8,5.1,-3,49.71,0,0,,0,0,31.7,8.6,320,1009.3,88.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T03:00:00,7.2,7.2,-5.8,38.95,0,0,,0,0,53.6,2,352,1009.1,5.9,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T04:00:00,6.8,6.8,-6.4,38.35,0,0,,0,0,38.9,2.5,353,1008.3,55.3,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T05:00:00,6.7,6.7,-8.4,33.12,0,0,,0,0,40.9,2.2,353,1008.6,3.4,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T06:00:00,6.2,6.2,-6.9,38.76,0,0,,0,0,42.5,2.6,353,1008.5,3.4,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T07:00:00,6.1,6.1,-6.3,40.62,0,0,,0,0,34.4,2.6,353,1008.3,3.4,16,11,0,0,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T08:00:00,5.7,5.7,-4.1,49.6,0,0,,0,0,35.4,2.2,354,1008.3,3,16,44,0.2,0,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T09:00:00,6.7,6.7,-3.4,48.72,0,0,,0,0,29.5,2.2,352,1008.1,1.7,16,415,1.5,4,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T10:00:00,9.2,8.4,-4,39.21,0,0,,0,0,38.9,6.3,310,1007.8,3,16,589,2.1,6,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T11:00:00,10.9,10.9,-4.5,33.54,0,0,,0,0,46,2.4,353,1007.2,3,14.3,765,2.8,8,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T12:00:00,11.6,11.6,-4.6,31.85,0,0,,0,0,42.5,11.2,315,1006.5,1.7,16,853,3.1,9,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T13:00:00,12.2,12.2,-5.3,29.13,0,0,,0,0,43.2,9.3,295,1005.7,0.9,16,865,3.1,9,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T14:00:00,13.7,13.7,-4.1,28.78,0,0,,0,0,46.1,10.5,310,1005.1,3.4,16,831,3,8,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T15:00:00,13.7,13.7,-4.2,28.73,0,0,,0,0,51.7,9.3,317,1004.5,47.1,16,737,2.7,7,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T16:00:00,13.2,13.2,-4,29.86,0,0,,0,0,59.4,17.7,339,1004.7,3.4,16,594,2.1,6,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T17:00:00,12.6,12.6,-4.5,30.14,0,0,,0,0,61.6,13.9,303,1005.6,0.9,16,394,1.4,4,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T18:00:00,11.4,11.4,-4.5,32.57,0,0,,0,0,50.9,11,305,1006.6,5.6,16,167,0.6,2,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T19:00:00,9.2,9.2,-4,38.99,0,0,,0,0,61.2,1.4,359,1007.7,22.7,16,14,0.1,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T20:00:00,7.8,5.8,-4,43.02,0,0,,0,0,54.3,10.9,313,1008.4,0.9,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T21:00:00,7.2,5.4,-4,44.91,0,0,,0,0,42.3,9.4,313,1009,0.9,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T22:00:00,6.2,3.7,-4.5,46.44,0,0,,0,0,54.3,12,310,1009.5,0.9,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-29T23:00:00,6.1,3.8,-4.1,48.15,0,0,,0,0,42.2,10.8,305,1009.6,0.9,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T00:00:00,6.1,4.2,-3.5,50.07,0,0,,0,0,44,9.1,303,1009.5,0.9,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T01:00:00,5.7,5.7,-4,49.93,0,0,,0,0,38.2,2.5,353,1009.5,0,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T02:00:00,5.7,4.2,-3.5,51.84,0,0,,0,0,39.6,7.2,283,1009.4,0,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T03:00:00,5.7,5.7,-3,53.61,0,0,,0,0,37.8,1.9,358,1009.2,98.6,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T04:00:00,5.7,3.2,-3.5,51.92,0,0,,0,0,27.7,11.6,300,1008.7,83.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T05:00:00,5.7,4.1,-3.4,51.99,0,0,,0,0,40.5,7.5,310,1008.6,0.9,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T06:00:00,5.7,3.1,-3.9,50.28,0,0,,0,0,29.5,11.7,300,1009,0.9,16,0,0,0,10,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T07:00:00,5,3,-3.9,52.62,0,0,,0,0,38.9,8.3,310,1009.4,4.2,16,16,0.1,0,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T08:00:00,5.6,3.9,-3.4,52.44,0,0,,0,0,35.3,7.6,313,1010,0.9,16,63,0.2,1,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T09:00:00,7,5.4,-3,48.77,0,0,,0,0,33,8.9,300,1010.5,0.9,16,446,1.6,4,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T10:00:00,8.1,6,-4,42.13,0,0,,0,0,37,12.3,281,1010.8,0.9,16,636,2.3,6,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T11:00:00,9.8,9,-3.6,38.73,0,0,,0,0,38.9,6.9,288,1010.4,1.7,16,709,2.6,7,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T12:00:00,11.6,11.6,-3.6,34.35,0,0,,0,0,35.8,9,278,1009.8,1.7,14.3,886,3.2,9,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T13:00:00,13.3,13.3,-3.6,30.72,0,0,,0,0,36,9.7,285,1009,0.9,16,867,3.1,9,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T14:00:00,13.9,13.9,-3.6,29.45,0,0,,0,0,35.1,20,272,1008.4,3,16,783,2.8,8,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T15:00:00,15,15,-4.6,25.44,0,0,,0,0,66.2,21.9,279,1007.4,3,16,513,1.8,5,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T16:00:00,16.1,16.1,-6.8,20.17,0,0,,0,0,35.2,21.6,262,1006.8,3,16,573,2.1,6,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T17:00:00,15.7,15.7,-4.6,24.43,0,0,,0,0,37.2,20.4,258,1006.6,3,16,186,0.7,2,10,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T18:00:00,15.1,15.1,-5.2,24.29,0,0,,0,0,42.5,25.4,267,1006.6,49.2,16,79,0.3,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T19:00:00,14.5,14.5,-3.1,29.53,0,0,,0,0,40.7,22.6,270,1006.9,84.9,16,5,0,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T20:00:00,13.6,13.6,-1.1,36.44,0,0,,0,0,33.6,24.3,269,1007.6,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T21:00:00,10.8,10.8,4.8,66.35,0,0,,0,0,39,20.9,270,1008.2,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T22:00:00,10.7,10.7,5.6,70.83,0.038,100,rain,0,0,22.3,6,255,1006.8,100,16,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-30T23:00:00,10,10,6.1,76.33,0,0,,0,0,20.5,11.2,260,1007,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-31T00:00:00,10.1,10.1,6.1,76.61,0,0,,0,0,33.5,9.5,260,1007.2,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-31T01:00:00,9.5,7.7,6.8,83.35,0.084,100,rain,0,0,14.8,11.8,257,1007.4,100,15.4,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-31T02:00:00,9,7,6.7,85.56,0.063,100,rain,0,0,13,12.9,257,1007.1,100,16,0,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-31T03:00:00,9.4,9.4,6.7,83.11,0,0,,0,0,35.3,1.7,357,1006.9,100,16,0,0,0,10,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-31T04:00:00,9.4,8.8,6.1,79.95,0,0,,0,0,14.8,5.9,310,1007.2,88.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
